# source: OSM/Overpass, 2026-09-11, license ODbL
52.0108127	8.5125601	200	80	
52.0108242	8.5125769	200	80	
52.0108646	8.5126384	200	80	
52.0108743	8.5126552	30	80	
52.0109121	8.5127116	30	80	
52.0109243	8.5127314	30	80	
52.0109637	8.5127944	30	80	
52.0109737	8.5128102	30	80	
52.0110052	8.5128608	30	80	
52.0112369	8.5132171	250	80	
52.0112755	8.5132784	250	80	
52.0116195	10.4070415	255	70	
52.0116291	10.4066381	80	70	
52.0161544	8.4466680	120		
52.0165826	8.3418620	185	70	
52.0171798	8.3414472	10	70	
52.0178709	8.5664446	30		
52.0194929	10.3303927	270	50	
52.0198303	10.3313952	90	50	
52.0222167	8.5529682	95		
52.0304570	8.5392828		60	
52.0306121	8.5383356	295	60	
52.0311395	7.2652553		70	
52.0321072	8.5331905	270	60	
52.0321107	8.5332516	270	60	
52.0321138	8.5333372	270	60	
52.0407607	8.6099129			
52.0410920	8.6078497			
52.0417992	8.5745635	240	50	
52.0449703	8.0407045		70	
52.0484142	8.7871372	135	70	
52.0518797	8.7609945	270	70	
52.0530047	8.5740562		50	
52.0530586	10.3767315		50	
52.0531694	8.5734835		50	
52.0533779	6.9492341			
52.0554185	8.6238317			
52.0587235	8.3465084		50	
52.0627213	9.7502883	180	70	
52.0627799	8.5646795		70	
52.0634191	10.3775713		60	
52.0650038	7.4362059		100	
52.0711501	8.3639528		70	
52.0719758	7.3119710	125	70	
52.0767768	10.7245230	320	70	
52.0774631	7.2949167	335	70	
52.0781526	9.7271411	280	50	
52.0836773	7.1172361		70	
52.0848047	7.6429494	340	70	
52.0848071	9.3430447	85	70	
52.0854587	9.1049929		50	
52.0884322	8.4272184	240	50	
52.0926122	8.1962926			
52.0975040	10.3666560		60	
52.1002434	7.3971034	130	100	
52.1049027	9.0944957	20	70	
52.1065096	10.1836982		60	
52.1080050	7.4835237	200	50	
52.1087971	7.4841899	65	50	
52.1174795	8.6763853	145	50	
52.1216785	8.7005412	120	50	
52.1240873	10.6486892			
52.1282420	8.6264191		30	
52.1286599	8.5634112	75	70	
52.1303337	8.6490281	230	70	
52.1310753	8.5136714		70	
52.1315737	8.8291518		50	
52.1316258	8.8292988		50	
52.1321089	8.6684560	300	50	
52.1352504	8.5791169	215	70	
52.1353606	8.1244004			Blitzer 70 km/H
52.1367814	8.6558203		50	
52.1369536	7.2238613	190	70	
52.1377352	7.2239615	10	70	
52.1378323	9.9415325		50	
52.1381801	9.9660820			
52.1382289	9.9661538			
52.1415779	8.8293779		70	
52.1424579	7.4212725	55	70	
52.1443397	8.6191384		30	
52.1446776	8.4892624		30	
52.1448532	9.7761877	270	50	
52.1451995	9.7786455		50	
52.1457562	10.4186270		60	
52.1460554	10.3272737	157	50	
52.1460711	10.3272518	290	50	
